"","sens","modo","pol","classe","data","sigma0"
"5390","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.4
"5391","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.11
"5392","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.73
"5393","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.36
"5394","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.11
"5395","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.14
"5396","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.24
"5397","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.37
"5398","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.49
"5399","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.21
"5400","TSX","SCN","HH","floresta_terrafirme",2011-06-20,0.49
"5401","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.37
"5402","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5403","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.08
"5404","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.19
"5405","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5406","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.18
"5407","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.1
"5408","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5409","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.1
"5410","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5411","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5412","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5413","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.11
"5414","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.07
"5415","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.16
"5416","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.25
"5417","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.11
"5418","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.06
"5419","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.34
"5420","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.29
"5421","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5422","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5423","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.06
"5424","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.16
"5425","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.23
"5426","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5427","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5428","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.18
"5429","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5430","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.22
"5431","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5432","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5433","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.1
"5434","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5435","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.21
"5436","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.14
"5437","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.33
"5438","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5439","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.21
"5440","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5441","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.08
"5442","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5443","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5444","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.16
"5445","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.28
"5446","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5447","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5448","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.08
"5449","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.33
"5450","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.29
"5451","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.21
"5452","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.26
"5453","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.33
"5454","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.2
"5455","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5456","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.21
"5457","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.18
"5458","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.16
"5459","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5460","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.11
"5461","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.3
"5462","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5463","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.21
"5464","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.34
"5465","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.24
"5466","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5467","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.18
"5468","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5469","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5470","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.11
"5471","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.19
"5472","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5473","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5474","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.18
"5475","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.17
"5476","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.14
"5477","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.14
"5478","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.14
"5479","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5480","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.25
"5481","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.19
"5482","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.23
"5483","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.2
"5484","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.19
"5485","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.2
"5486","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.09
"5487","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.15
"5488","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.28
"5489","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.27
"5490","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.12
"5491","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.14
"5492","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.08
"5493","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.3
"5494","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.34
"5495","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.13
"5496","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.26
"5497","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.26
"5498","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.11
"5499","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.25
"5500","TSX","SCN","HH","floresta_terrafirme",2011-10-19,0.16
"5501","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.17
"5502","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.22
"5503","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.3
"5504","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.3
"5505","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.12
"5506","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.23
"5507","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.25
"5508","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.29
"5509","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.21
"5510","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.46
"5511","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5512","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.46
"5513","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.24
"5514","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.32
"5515","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.23
"5516","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.42
"5517","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.36
"5518","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.29
"5519","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.26
"5520","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.18
"5521","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.31
"5522","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.27
"5523","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.45
"5524","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.1
"5525","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.35
"5526","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.62
"5527","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.46
"5528","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.36
"5529","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.14
"5530","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.74
"5531","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.22
"5532","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.12
"5533","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.35
"5534","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.34
"5535","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.26
"5536","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.16
"5537","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.28
"5538","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.24
"5539","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.46
"5540","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.47
"5541","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.51
"5542","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.41
"5543","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.28
"5544","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5545","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.26
"5546","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.28
"5547","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.2
"5548","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.22
"5549","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.16
"5550","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.47
"5551","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.24
"5552","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,1.15
"5553","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.25
"5554","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.35
"5555","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.34
"5556","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5557","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.45
"5558","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.16
"5559","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.39
"5560","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.15
"5561","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.53
"5562","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.23
"5563","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.41
"5564","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.14
"5565","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.55
"5566","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.3
"5567","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.35
"5568","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.6
"5569","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.45
"5570","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.27
"5571","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.05
"5572","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.28
"5573","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.59
"5574","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.2
"5575","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.15
"5576","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.15
"5577","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.26
"5578","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.24
"5579","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.3
"5580","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.42
"5581","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.27
"5582","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.31
"5583","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.38
"5584","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.25
"5585","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5586","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5587","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.17
"5588","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.52
"5589","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.28
"5590","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.46
"5591","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.72
"5592","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.29
"5593","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.29
"5594","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.18
"5595","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.32
"5596","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.33
"5597","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.01
"5598","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.27
"5599","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.16
"5600","TSX","SCN","HH","macrofitas_emergentes",2011-06-20,0.61
"5601","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.14
"5602","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.14
"5603","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.01
"5604","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.07
"5605","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5606","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.27
"5607","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.06
"5608","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5609","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5610","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5611","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5612","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5613","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.25
"5614","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.07
"5615","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5616","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5617","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5618","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5619","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.16
"5620","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5621","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.33
"5622","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.33
"5623","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5624","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.16
"5625","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.36
"5626","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5627","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.11
"5628","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.23
"5629","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5630","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5631","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5632","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5633","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.29
"5634","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5635","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5636","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5637","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.14
"5638","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5639","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.05
"5640","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.15
"5641","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.15
"5642","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5643","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5644","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5645","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.17
"5646","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5647","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.18
"5648","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5649","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5650","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.17
"5651","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.21
"5652","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5653","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5654","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5655","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.15
"5656","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.18
"5657","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5658","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5659","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.06
"5660","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5661","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.25
"5662","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.16
"5663","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.07
"5664","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5665","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.27
"5666","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.09
"5667","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5668","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5669","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.21
"5670","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5671","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.18
"5672","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5673","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5674","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5675","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.08
"5676","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.2
"5677","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.05
"5678","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5679","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.18
"5680","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.21
"5681","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.05
"5682","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.27
"5683","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.16
"5684","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5685","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.51
"5686","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5687","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.23
"5688","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5689","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.13
"5690","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.16
"5691","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5692","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.23
"5693","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5694","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5695","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.11
"5696","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.1
"5697","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.14
"5698","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.19
"5699","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.12
"5700","TSX","SCN","HH","macrofitas_emergentes",2011-10-19,0.35
"5701","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5702","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.56
"5703","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.06
"5704","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.38
"5705","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.31
"5706","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5707","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5708","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5709","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.27
"5710","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5711","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.19
"5712","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.36
"5713","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5714","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.39
"5715","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.18
"5716","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.36
"5717","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5718","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.37
"5719","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5720","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.34
"5721","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.2
"5722","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5723","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.21
"5724","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5725","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.41
"5726","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.06
"5727","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5728","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.33
"5729","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5730","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.42
"5731","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.14
"5732","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.05
"5733","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.05
"5734","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.1
"5735","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5736","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5737","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.64
"5738","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.05
"5739","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5740","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5741","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5742","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.39
"5743","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5744","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.5
"5745","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.11
"5746","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.08
"5747","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5748","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.12
"5749","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.08
"5750","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.05
"5751","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.11
"5752","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.01
"5753","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.63
"5754","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.21
"5755","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
"5756","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.09
"5757","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.03
"5758","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.09
"5759","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5760","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.8
"5761","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.02
"5762","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.12
"5763","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.28
"5764","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.75
"5765","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.09
"5766","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.3
"5767","TSX","SCN","HH","macrofitas_flutuantes",2011-06-20,0.04
